booking_id,booking_id_string,county_name,booking_timestamp,release_timestamp,known_misdemeanor
588,2017-11-29 11:44:09 est | 68636,athens-clarke,2017-11-29 11:44:09 est,,0
589,2017-11-29 11:40:08 est | 54795,athens-clarke,2017-11-29 11:40:08 est,,0
590,2017-11-29 12:27:04 est | 43363,athens-clarke,2017-11-29 12:27:04 est,2017-12-01 13:16:00 est,1
591,2017-11-29 18:24:07 est | 120178,athens-clarke,2017-11-29 18:24:07 est,,1
592,2017-11-29 16:51:04 est | 118489,athens-clarke,2017-11-29 16:51:04 est,,1
593,2017-11-29 18:37:00 est | 73352,athens-clarke,2017-11-29 18:37:00 est,2017-11-30 16:02:00 est,0
594,2017-11-29 17:11:26 est | 127815,athens-clarke,2017-11-29 17:11:26 est,2017-11-29 21:13:00 est,1
595,2017-11-29 21:27:39 est | 34376,athens-clarke,2017-11-29 21:27:39 est,2017-11-30 14:50:00 est,1
596,2017-11-29 21:32:36 est | 86197,athens-clarke,2017-11-29 21:32:36 est,,1
597,2017-11-29 21:54:43 est | 86298,athens-clarke,2017-11-29 21:54:43 est,,1
598,2017-11-29 23:01:04 est | 33802,athens-clarke,2017-11-29 23:01:04 est,2017-12-05 13:00:00 est,1
599,2017-11-29 22:09:26 est | 99627,athens-clarke,2017-11-29 22:09:26 est,2017-11-30 11:55:00 est,1
600,2017-11-29 22:47:44 est | 55041,athens-clarke,2017-11-29 22:47:44 est,,1
601,2017-11-29 22:47:33 est | 124025,athens-clarke,2017-11-29 22:47:33 est,,0
602,2017-11-29 23:48:20 est | 109260,athens-clarke,2017-11-29 23:48:20 est,,0
603,2017-11-30 01:16:30 est | 115798,athens-clarke,2017-11-30 01:16:30 est,2017-11-30 04:48:00 est,1
604,2017-11-30 01:47:29 est | 127828,athens-clarke,2017-11-30 01:47:29 est,2017-11-30 04:02:00 est,1
605,2017-11-30 02:37:30 est | 127830,athens-clarke,2017-11-30 02:37:30 est,2017-12-01 17:03:00 est,1
606,2017-11-30 05:36:30 est | 123970,athens-clarke,2017-11-30 05:36:30 est,2017-11-30 09:05:00 est,1
607,2017-11-30 04:17:40 est | 75113,athens-clarke,2017-11-30 04:17:40 est,,1
608,2017-11-30 09:32:23 est | 38657,athens-clarke,2017-11-30 09:32:23 est,,0
609,2017-11-30 09:34:41 est | 35136,athens-clarke,2017-11-30 09:34:41 est,2017-12-01 15:21:00 est,0
610,2017-11-30 11:53:39 est | 33267,athens-clarke,2017-11-30 11:53:39 est,,0
611,2017-11-30 13:29:01 est | 38546,athens-clarke,2017-11-30 13:29:01 est,2017-12-05 02:19:00 est,0
612,2017-11-30 14:35:20 est | 101355,athens-clarke,2017-11-30 14:35:20 est,2017-12-01 16:36:00 est,1
613,2017-11-30 13:00:46 est | 76127,athens-clarke,2017-11-30 13:00:46 est,,0
614,2017-11-30 12:24:50 est | 90382,athens-clarke,2017-11-30 12:24:50 est,2017-12-05 02:21:00 est,0
615,2017-11-30 12:41:21 est | 92319,athens-clarke,2017-11-30 12:41:21 est,2017-12-05 02:12:00 est,0
616,2017-11-30 14:22:17 est | 127845,athens-clarke,2017-11-30 14:22:17 est,2017-12-02 00:41:00 est,1
617,2017-11-30 17:49:47 est | 100503,athens-clarke,2017-11-30 17:49:47 est,2017-11-30 21:18:00 est,1
618,2017-11-30 17:00:46 est | 119053,athens-clarke,2017-11-30 17:00:46 est,,1
619,2017-11-30 18:23:54 est | 84624,athens-clarke,2017-11-30 18:23:54 est,2017-12-01 14:34:00 est,0
620,2017-11-30 20:30:32 est | 68930,athens-clarke,2017-11-30 20:30:32 est,2017-12-03 16:17:00 est,0
621,2017-11-30 21:13:56 est | 37002,athens-clarke,2017-11-30 21:13:56 est,,1
622,2017-11-30 20:38:59 est | 127856,athens-clarke,2017-11-30 20:38:59 est,2017-12-01 12:46:00 est,0
623,2017-11-30 21:40:53 est | 118283,athens-clarke,2017-11-30 21:40:53 est,,1
624,2017-11-30 22:23:50 est | 127858,athens-clarke,2017-11-30 22:23:50 est,2017-12-01 00:58:00 est,1
625,2017-12-01 01:22:08 est | 39309,athens-clarke,2017-12-01 01:22:08 est,2017-12-01 04:31:00 est,1
626,2017-12-01 01:16:50 est | 127860,athens-clarke,2017-12-01 01:16:50 est,2017-12-01 04:37:00 est,1
627,2017-12-01 01:27:40 est | 39308,athens-clarke,2017-12-01 01:27:40 est,2017-12-01 04:24:00 est,1
628,2017-12-01 02:11:26 est | 127863,athens-clarke,2017-12-01 02:11:26 est,2017-12-01 03:39:00 est,1
629,2017-12-01 02:39:38 est | 127865,athens-clarke,2017-12-01 02:39:38 est,2017-12-01 05:15:00 est,1
630,2017-12-01 02:54:41 est | 96138,athens-clarke,2017-12-01 02:54:41 est,2017-12-01 13:28:00 est,1
631,2017-12-01 03:04:00 est | 127867,athens-clarke,2017-12-01 03:04:00 est,2017-12-01 05:50:00 est,1
632,2017-12-01 05:44:11 est | 120984,athens-clarke,2017-12-01 05:44:11 est,,1
633,2017-12-01 03:46:06 est | 127872,athens-clarke,2017-12-01 03:46:06 est,2017-12-01 09:23:00 est,1
634,2017-12-01 03:47:05 est | 127870,athens-clarke,2017-12-01 03:47:05 est,2017-12-01 10:27:00 est,1
635,2017-12-01 04:00:20 est | 127876,athens-clarke,2017-12-01 04:00:20 est,2017-12-01 08:54:00 est,1
636,2017-12-02 04:20:03 est | 127903,athens-clarke,2017-12-02 04:20:03 est,2017-12-02 06:37:00 est,1
637,2017-12-01 18:20:07 est | 127885,athens-clarke,2017-12-01 18:20:07 est,2017-12-02 13:23:00 est,1
638,2017-12-02 04:11:38 est | 117879,athens-clarke,2017-12-02 04:11:38 est,,1
639,2017-12-01 21:13:24 est | 35033,athens-clarke,2017-12-01 21:13:24 est,,1
640,2017-12-02 02:21:13 est | 37586,athens-clarke,2017-12-02 02:21:13 est,2017-12-02 05:02:00 est,1
641,2017-12-02 01:51:15 est | 100587,athens-clarke,2017-12-02 01:51:15 est,2017-12-02 11:54:00 est,1
642,2017-12-01 20:43:42 est | 127891,athens-clarke,2017-12-01 20:43:42 est,2017-12-01 23:35:00 est,1
643,2017-12-02 04:57:28 est | 127904,athens-clarke,2017-12-02 04:57:28 est,2017-12-02 08:48:00 est,1
644,2017-12-01 14:27:54 est | 108261,athens-clarke,2017-12-01 14:27:54 est,2017-12-01 18:09:00 est,0
645,2017-12-01 09:00:06 est | 127880,athens-clarke,2017-12-01 09:00:06 est,2017-12-07 18:38:00 est,1
646,2017-12-01 21:47:15 est | 118836,athens-clarke,2017-12-01 21:47:15 est,2017-12-02 11:22:00 est,1
647,2017-12-01 23:10:12 est | 107733,athens-clarke,2017-12-01 23:10:12 est,,1
648,2017-12-01 21:46:04 est | 71616,athens-clarke,2017-12-01 21:46:04 est,2017-12-08 16:14:00 est,1
649,2017-12-02 03:32:47 est | 127901,athens-clarke,2017-12-02 03:32:47 est,2017-12-02 05:46:00 est,1
650,2017-12-02 03:08:10 est | 34237,athens-clarke,2017-12-02 03:08:10 est,2017-12-02 09:10:00 est,1
651,2017-12-02 00:40:16 est | 127896,athens-clarke,2017-12-02 00:40:16 est,2017-12-02 03:57:00 est,1
652,2017-12-01 21:06:26 est | 36255,athens-clarke,2017-12-01 21:06:26 est,,1
653,2017-12-02 01:14:14 est | 127898,athens-clarke,2017-12-02 01:14:14 est,2017-12-02 06:34:00 est,1
654,2017-12-01 07:15:31 est | 124065,athens-clarke,2017-12-01 07:15:31 est,2017-12-02 03:27:00 est,1
655,2017-12-02 08:43:56 est | 31888,athens-clarke,2017-12-02 08:43:56 est,2017-12-03 15:10:00 est,1
656,2017-12-02 15:06:04 est | 109645,athens-clarke,2017-12-02 15:06:04 est,2017-12-08 11:39:00 est,1
657,2017-12-02 12:00:39 est | 93429,athens-clarke,2017-12-02 12:00:39 est,2017-12-08 16:49:00 est,1
658,2017-12-02 14:17:58 est | 127907,athens-clarke,2017-12-02 14:17:58 est,2017-12-02 21:45:00 est,1
659,2017-12-02 16:41:59 est | 127911,athens-clarke,2017-12-02 16:41:59 est,2017-12-03 13:12:00 est,0
660,2017-12-02 18:19:38 est | 38085,athens-clarke,2017-12-02 18:19:38 est,2017-12-02 19:47:00 est,0
661,2017-12-02 16:22:06 est | 99700,athens-clarke,2017-12-02 16:22:06 est,2017-12-03 13:00:00 est,1
662,2017-12-02 15:59:12 est | 75521,athens-clarke,2017-12-02 15:59:12 est,,1
663,2017-12-02 19:53:22 est | 127914,athens-clarke,2017-12-02 19:53:22 est,2017-12-03 11:19:00 est,0
664,2017-12-02 22:34:37 est | 74514,athens-clarke,2017-12-02 22:34:37 est,2017-12-03 13:04:00 est,0
665,2017-12-03 02:22:56 est | 70242,athens-clarke,2017-12-03 02:22:56 est,2017-12-08 16:03:00 est,1
666,2017-12-03 02:06:34 est | 127924,athens-clarke,2017-12-03 02:06:34 est,2017-12-03 03:12:00 est,1
667,2017-12-02 22:16:12 est | 127919,athens-clarke,2017-12-02 22:16:12 est,2017-12-02 23:49:00 est,1
668,2017-12-02 20:21:10 est | 127916,athens-clarke,2017-12-02 20:21:10 est,2017-12-02 22:46:00 est,1
669,2017-12-03 03:42:11 est | 127926,athens-clarke,2017-12-03 03:42:11 est,2017-12-03 05:14:00 est,0
670,2017-12-02 22:57:57 est | 127921,athens-clarke,2017-12-02 22:57:57 est,2017-12-03 00:34:00 est,1
671,2017-12-02 21:32:39 est | 35146,athens-clarke,2017-12-02 21:32:39 est,2017-12-03 14:18:00 est,1
672,2017-12-03 03:01:43 est | 74476,athens-clarke,2017-12-03 03:01:43 est,,1
673,2017-12-03 00:25:55 est | 75253,athens-clarke,2017-12-03 00:25:55 est,2017-12-03 05:15:00 est,1
674,2017-12-03 00:37:38 est | 126614,athens-clarke,2017-12-03 00:37:38 est,2017-12-03 14:20:00 est,1
675,2017-12-03 01:41:14 est | 127922,athens-clarke,2017-12-03 01:41:14 est,2017-12-03 09:00:00 est,1
676,2017-12-03 07:06:59 est | 33487,athens-clarke,2017-12-03 07:06:59 est,2017-12-03 10:35:00 est,1
677,2017-12-03 06:47:04 est | 75712,athens-clarke,2017-12-03 06:47:04 est,2017-12-03 08:57:00 est,1
678,2017-12-03 04:21:22 est | 127930,athens-clarke,2017-12-03 04:21:22 est,2017-12-03 08:57:00 est,1
679,2017-12-03 04:52:20 est | 127936,athens-clarke,2017-12-03 04:52:20 est,2017-12-03 06:22:00 est,1
680,2017-12-03 04:40:40 est | 127933,athens-clarke,2017-12-03 04:40:40 est,2017-12-03 06:11:00 est,1
681,2017-12-03 04:04:55 est | 127928,athens-clarke,2017-12-03 04:04:55 est,2017-12-03 05:17:00 est,1
682,2017-12-03 05:41:18 est | 127938,athens-clarke,2017-12-03 05:41:18 est,2017-12-03 08:41:00 est,1
683,2017-12-03 09:22:27 est | 95415,athens-clarke,2017-12-03 09:22:27 est,2017-12-04 12:18:00 est,0
684,2017-12-03 09:57:23 est | 107470,athens-clarke,2017-12-03 09:57:23 est,2017-12-04 17:21:00 est,1
685,2017-12-03 11:30:31 est | 97066,athens-clarke,2017-12-03 11:30:31 est,2017-12-04 13:57:00 est,0
686,2017-12-03 15:46:59 est | 121303,athens-clarke,2017-12-03 15:46:59 est,,1
687,2017-12-03 13:41:42 est | 85634,athens-clarke,2017-12-03 13:41:42 est,,1
688,2017-12-03 14:22:16 est | 127944,athens-clarke,2017-12-03 14:22:16 est,2017-12-03 15:51:00 est,1
689,2017-12-03 15:46:40 est | 119947,athens-clarke,2017-12-03 15:46:40 est,2017-12-04 14:19:00 est,0
690,2017-12-03 18:30:48 est | 58854,athens-clarke,2017-12-03 18:30:48 est,2017-12-04 18:11:00 est,1
691,2017-12-03 17:44:04 est | 127948,athens-clarke,2017-12-03 17:44:04 est,2017-12-03 20:50:00 est,1
692,2017-12-03 18:33:29 est | 78523,athens-clarke,2017-12-03 18:33:29 est,2017-12-03 21:05:00 est,1
693,2017-12-03 22:46:21 est | 127956,athens-clarke,2017-12-03 22:46:21 est,2017-12-04 00:19:00 est,1
694,2017-12-03 20:34:46 est | 110468,athens-clarke,2017-12-03 20:34:46 est,,1
695,2017-12-03 20:39:41 est | 127952,athens-clarke,2017-12-03 20:39:41 est,2017-12-04 03:15:00 est,1
696,2017-12-03 22:52:44 est | 92723,athens-clarke,2017-12-03 22:52:44 est,,1
697,2017-12-04 09:26:58 est | 97183,athens-clarke,2017-12-04 09:26:58 est,,0
698,2017-12-04 10:02:53 est | 75301,athens-clarke,2017-12-04 10:02:53 est,2017-12-04 12:26:00 est,1
699,2017-12-04 15:18:05 est | 42882,athens-clarke,2017-12-04 15:18:05 est,2017-12-04 22:21:00 est,1
700,2017-12-04 15:52:38 est | 127970,athens-clarke,2017-12-04 15:52:38 est,2017-12-04 22:15:00 est,1
701,2017-12-04 12:11:57 est | 38234,athens-clarke,2017-12-04 12:11:57 est,2017-12-08 12:18:00 est,1
702,2017-12-04 13:45:50 est | 119003,athens-clarke,2017-12-04 13:45:50 est,2017-12-08 08:55:00 est,1
703,2017-12-04 14:12:47 est | 81604,athens-clarke,2017-12-04 14:12:47 est,,1
704,2017-12-04 17:00:47 est | 71899,athens-clarke,2017-12-04 17:00:47 est,2017-12-04 21:38:00 est,1
705,2017-12-04 18:42:53 est | 96432,athens-clarke,2017-12-04 18:42:53 est,2017-12-04 21:33:00 est,1
706,2017-12-04 18:29:55 est | 103967,athens-clarke,2017-12-04 18:29:55 est,2017-12-04 21:24:00 est,1
707,2017-12-04 23:33:01 est | 127978,athens-clarke,2017-12-04 23:33:01 est,,0
708,2017-12-04 23:10:39 est | 127976,athens-clarke,2017-12-04 23:10:39 est,2017-12-05 13:39:00 est,1
709,2017-12-05 09:13:33 est | 82296,athens-clarke,2017-12-05 09:13:33 est,,1
710,2017-12-05 15:21:07 est | 98449,athens-clarke,2017-12-05 15:21:07 est,2017-12-06 02:01:00 est,1
711,2017-12-05 12:02:18 est | 65103,athens-clarke,2017-12-05 12:02:18 est,2017-12-08 17:41:00 est,1
712,2017-12-05 11:57:05 est | 96620,athens-clarke,2017-12-05 11:57:05 est,2017-12-08 12:01:00 est,1
713,2017-12-05 12:39:36 est | 101506,athens-clarke,2017-12-05 12:39:36 est,,0
714,2017-12-05 18:03:54 est | 122997,athens-clarke,2017-12-05 18:03:54 est,2017-12-08 15:59:00 est,1
715,2017-12-05 20:21:39 est | 127997,athens-clarke,2017-12-05 20:21:39 est,2017-12-05 22:13:00 est,1
716,2017-12-05 20:17:15 est | 127999,athens-clarke,2017-12-05 20:17:15 est,2017-12-05 23:21:00 est,1
717,2017-12-05 21:04:04 est | 96239,athens-clarke,2017-12-05 21:04:04 est,2017-12-05 23:47:00 est,0
718,2017-12-06 02:56:24 est | 128005,athens-clarke,2017-12-06 02:56:24 est,2017-12-06 04:13:00 est,1
719,2017-12-06 00:31:12 est | 91683,athens-clarke,2017-12-06 00:31:12 est,2017-12-06 03:08:00 est,1
720,2017-12-06 01:13:25 est | 128003,athens-clarke,2017-12-06 01:13:25 est,2017-12-06 03:14:00 est,1
721,2017-12-06 06:52:21 est | 119158,athens-clarke,2017-12-06 06:52:21 est,,1
722,2017-12-06 05:32:20 est | 40675,athens-clarke,2017-12-06 05:32:20 est,,0
723,2017-12-06 11:05:41 est | 128011,athens-clarke,2017-12-06 11:05:41 est,2017-12-07 12:28:00 est,1
724,2017-12-06 11:02:54 est | 32123,athens-clarke,2017-12-06 11:02:54 est,2017-12-06 12:01:00 est,1
725,2017-12-06 11:44:21 est | 128013,athens-clarke,2017-12-06 11:44:21 est,,0
726,2017-12-06 13:10:30 est | 120413,athens-clarke,2017-12-06 13:10:30 est,,1
727,2017-12-04 13:00:00 est | 128021,athens-clarke,2017-12-04 13:00:00 est,,1
728,2017-12-06 14:53:13 est | 118729,athens-clarke,2017-12-06 14:53:13 est,2017-12-08 14:25:00 est,0
729,2017-12-06 13:24:58 est | 124198,athens-clarke,2017-12-06 13:24:58 est,2017-12-06 18:45:00 est,1
730,2017-12-06 18:34:36 est | 33127,athens-clarke,2017-12-06 18:34:36 est,,1
731,2017-12-06 20:37:42 est | 127169,athens-clarke,2017-12-06 20:37:42 est,2017-12-12 12:32:00 est,1
732,2017-12-06 17:32:29 est | 35611,athens-clarke,2017-12-06 17:32:29 est,2017-12-08 11:55:00 est,1
733,2017-12-06 18:47:32 est | 124199,athens-clarke,2017-12-06 18:47:32 est,,1
734,2017-12-07 01:56:44 est | 81828,athens-clarke,2017-12-07 01:56:44 est,2017-12-07 03:10:00 est,1
735,2017-12-04 13:00:00 est | 128036,athens-clarke,2017-12-04 13:00:00 est,,1
736,2017-12-04 13:00:00 est | 121517,athens-clarke,2017-12-04 13:00:00 est,,1
737,2017-12-07 11:53:04 est | 58870,athens-clarke,2017-12-07 11:53:04 est,,0
738,2017-12-07 13:10:59 est | 128044,athens-clarke,2017-12-07 13:10:59 est,2017-12-07 15:25:00 est,1
739,2017-12-07 14:47:54 est | 124974,athens-clarke,2017-12-07 14:47:54 est,2017-12-11 15:00:00 est,1
740,2017-12-07 12:50:24 est | 120153,athens-clarke,2017-12-07 12:50:24 est,,1
741,2017-12-07 15:25:40 est | 64818,athens-clarke,2017-12-07 15:25:40 est,2017-12-07 18:22:00 est,1
742,2017-12-07 18:05:51 est | 63448,athens-clarke,2017-12-07 18:05:51 est,2017-12-08 14:22:00 est,1
743,2017-12-07 18:19:49 est | 40598,athens-clarke,2017-12-07 18:19:49 est,,0
744,2017-12-08 00:58:07 est | 128053,athens-clarke,2017-12-08 00:58:07 est,2017-12-08 14:30:00 est,0
745,2017-12-07 21:03:03 est | 37240,athens-clarke,2017-12-07 21:03:03 est,2017-12-07 22:02:00 est,1
746,2017-12-08 01:10:34 est | 34207,athens-clarke,2017-12-08 01:10:34 est,2017-12-08 02:14:00 est,1
747,2017-12-08 03:04:00 est | 128058,athens-clarke,2017-12-08 03:04:00 est,2017-12-08 09:18:00 est,1
748,2017-12-08 02:07:28 est | 40146,athens-clarke,2017-12-08 02:07:28 est,,0
749,2017-12-08 00:55:26 est | 57242,athens-clarke,2017-12-08 00:55:26 est,,1
750,2017-12-08 02:58:27 est | 128056,athens-clarke,2017-12-08 02:58:27 est,2017-12-08 05:05:00 est,1
751,2017-12-08 05:30:29 est | 97958,athens-clarke,2017-12-08 05:30:29 est,2017-12-08 10:01:00 est,1
752,2017-12-08 11:08:31 est | 128060,athens-clarke,2017-12-08 11:08:31 est,2017-12-08 13:45:00 est,1
753,2017-12-08 14:19:21 est | 52006,athens-clarke,2017-12-08 14:19:21 est,2017-12-12 15:39:00 est,1
754,2017-12-08 13:15:33 est | 121116,athens-clarke,2017-12-08 13:15:33 est,2017-12-09 05:30:00 est,1
755,2017-12-08 18:19:59 est | 35033,athens-clarke,2017-12-08 18:19:59 est,,1
756,2017-12-08 18:43:46 est | 128074,athens-clarke,2017-12-08 18:43:46 est,2017-12-08 20:59:00 est,1
757,2017-12-08 17:46:01 est | 127787,athens-clarke,2017-12-08 17:46:01 est,,1
758,2017-12-08 18:11:04 est | 36255,athens-clarke,2017-12-08 18:11:04 est,,1
759,2017-12-08 17:23:52 est | 64818,athens-clarke,2017-12-08 17:23:52 est,,0
760,2017-12-08 21:23:44 est | 128079,athens-clarke,2017-12-08 21:23:44 est,2017-12-09 00:21:00 est,1
761,2017-12-08 20:29:53 est | 86038,athens-clarke,2017-12-08 20:29:53 est,,1
762,2017-12-08 21:09:06 est | 128077,athens-clarke,2017-12-08 21:09:06 est,2017-12-09 21:30:00 est,1
763,2017-12-08 21:27:53 est | 128080,athens-clarke,2017-12-08 21:27:53 est,2017-12-09 00:21:00 est,1
764,2017-12-09 02:41:54 est | 128086,athens-clarke,2017-12-09 02:41:54 est,2017-12-09 14:43:00 est,1
765,2017-12-09 00:53:02 est | 71636,athens-clarke,2017-12-09 00:53:02 est,,1
766,2017-12-09 06:33:52 est | 124373,athens-clarke,2017-12-09 06:33:52 est,2017-12-10 01:41:00 est,0
767,2017-12-09 04:13:27 est | 99863,athens-clarke,2017-12-09 04:13:27 est,2017-12-09 06:58:00 est,1
768,2017-12-09 05:03:28 est | 128091,athens-clarke,2017-12-09 05:03:28 est,2017-12-09 06:18:00 est,1
769,2017-12-09 04:44:36 est | 100969,athens-clarke,2017-12-09 04:44:36 est,2017-12-09 11:56:00 est,1
770,2017-12-09 09:19:31 est | 128096,athens-clarke,2017-12-09 09:19:31 est,2017-12-09 13:40:00 est,1
771,2017-12-09 11:39:28 est | 52942,athens-clarke,2017-12-09 11:39:28 est,,1
772,2017-12-09 09:37:48 est | 128098,athens-clarke,2017-12-09 09:37:48 est,2017-12-09 13:53:00 est,1
773,2017-12-09 18:19:28 est | 110485,athens-clarke,2017-12-09 18:19:28 est,2017-12-12 16:20:00 est,1
774,2017-12-09 18:00:00 est | 96447,athens-clarke,2017-12-09 18:00:00 est,2017-12-10 13:46:00 est,1
775,2017-12-09 16:43:21 est | 128104,athens-clarke,2017-12-09 16:43:21 est,2017-12-09 18:15:00 est,1
776,2017-12-09 19:28:45 est | 128110,athens-clarke,2017-12-09 19:28:45 est,2017-12-09 21:04:00 est,1
777,2017-12-09 23:39:21 est | 80226,athens-clarke,2017-12-09 23:39:21 est,2017-12-15 15:32:00 est,0
778,2017-12-09 22:01:59 est | 72208,athens-clarke,2017-12-09 22:01:59 est,,1
779,2017-12-09 23:20:26 est | 59652,athens-clarke,2017-12-09 23:20:26 est,,1
780,2017-12-09 20:27:15 est | 128113,athens-clarke,2017-12-09 20:27:15 est,2017-12-12 18:55:00 est,1
781,2017-12-10 02:11:43 est | 128121,athens-clarke,2017-12-10 02:11:43 est,,1
782,2017-12-10 03:07:31 est | 128123,athens-clarke,2017-12-10 03:07:31 est,2017-12-10 05:36:00 est,1
783,2017-12-10 05:27:44 est | 55809,athens-clarke,2017-12-10 05:27:44 est,2017-12-13 16:22:00 est,1
784,2017-12-10 10:56:03 est | 45962,athens-clarke,2017-12-10 10:56:03 est,,1
785,2017-12-10 12:37:29 est | 48054,athens-clarke,2017-12-10 12:37:29 est,2017-12-10 14:14:00 est,1
786,2017-12-10 16:32:28 est | 128131,athens-clarke,2017-12-10 16:32:28 est,2017-12-10 17:31:00 est,1
787,2017-12-10 15:51:04 est | 51743,athens-clarke,2017-12-10 15:51:04 est,2017-12-10 21:42:00 est,1
788,2017-12-10 21:39:19 est | 61450,athens-clarke,2017-12-10 21:39:19 est,2017-12-11 11:16:00 est,1
789,2017-12-10 23:15:00 est | 74130,athens-clarke,2017-12-10 23:15:00 est,2017-12-11 01:27:00 est,1
790,2017-12-11 10:36:49 est | 67114,athens-clarke,2017-12-11 10:36:49 est,2017-12-13 17:15:00 est,1
791,2017-12-11 10:35:21 est | 117179,athens-clarke,2017-12-11 10:35:21 est,2017-12-16 09:00:00 est,1
792,2017-12-11 12:49:29 est | 96642,athens-clarke,2017-12-11 12:49:29 est,,1
793,2017-12-11 13:15:45 est | 116818,athens-clarke,2017-12-11 13:15:45 est,2017-12-13 02:01:00 est,0
794,2017-12-11 13:53:11 est | 89761,athens-clarke,2017-12-11 13:53:11 est,,0
795,2017-12-11 16:38:03 est | 89454,athens-clarke,2017-12-11 16:38:03 est,2017-12-12 13:15:00 est,1
796,2017-12-11 17:42:11 est | 75316,athens-clarke,2017-12-11 17:42:11 est,,1
797,2017-12-11 23:19:20 est | 128153,athens-clarke,2017-12-11 23:19:20 est,2017-12-12 11:25:00 est,1
798,2017-12-11 20:38:11 est | 128151,athens-clarke,2017-12-11 20:38:11 est,2017-12-12 16:21:00 est,1
799,2017-12-11 21:52:14 est | 119301,athens-clarke,2017-12-11 21:52:14 est,2017-12-13 09:03:00 est,1
800,2017-12-12 02:16:33 est | 128157,athens-clarke,2017-12-12 02:16:33 est,2017-12-12 11:21:00 est,1
801,2017-12-12 00:39:07 est | 84624,athens-clarke,2017-12-12 00:39:07 est,2017-12-12 16:17:00 est,1
802,2017-12-12 00:41:10 est | 128155,athens-clarke,2017-12-12 00:41:10 est,,1
803,2017-12-12 04:42:46 est | 120054,athens-clarke,2017-12-12 04:42:46 est,2017-12-12 10:05:00 est,1
804,2017-12-12 11:43:26 est | 32160,athens-clarke,2017-12-12 11:43:26 est,,0
805,2017-12-12 11:42:19 est | 75958,athens-clarke,2017-12-12 11:42:19 est,,0
806,2017-12-12 11:15:08 est | 42635,athens-clarke,2017-12-12 11:15:08 est,2017-12-12 14:47:00 est,1
807,2017-12-12 12:38:47 est | 82218,athens-clarke,2017-12-12 12:38:47 est,,1
808,2017-12-12 14:17:59 est | 127652,athens-clarke,2017-12-12 14:17:59 est,,1
809,2017-12-12 16:41:08 est | 128165,athens-clarke,2017-12-12 16:41:08 est,2017-12-12 21:12:00 est,1
810,2017-12-12 21:37:42 est | 128170,athens-clarke,2017-12-12 21:37:42 est,,1
811,2017-12-12 20:34:15 est | 127253,athens-clarke,2017-12-12 20:34:15 est,2017-12-13 17:56:00 est,1
812,2017-12-12 20:24:11 est | 128168,athens-clarke,2017-12-12 20:24:11 est,2017-12-13 18:43:00 est,1
813,2017-12-13 02:00:00 est | 93939,athens-clarke,2017-12-13 02:00:00 est,,0
814,2017-12-13 02:18:24 est | 75254,athens-clarke,2017-12-13 02:18:24 est,,1
815,2017-12-13 01:16:27 est | 84624,athens-clarke,2017-12-13 01:16:27 est,,1
816,2017-12-13 06:52:53 est | 119158,athens-clarke,2017-12-13 06:52:53 est,,1
817,2017-12-13 04:33:43 est | 87669,athens-clarke,2017-12-13 04:33:43 est,2017-12-13 11:33:00 est,1
818,2017-12-13 03:19:56 est | 128171,athens-clarke,2017-12-13 03:19:56 est,2017-12-13 06:22:00 est,1
819,2017-12-13 09:43:40 est | 128174,athens-clarke,2017-12-13 09:43:40 est,2017-12-13 11:41:00 est,1
820,2017-12-11 13:30:00 est | 128177,athens-clarke,2017-12-11 13:30:00 est,,1
821,2017-12-13 14:57:07 est | 64792,athens-clarke,2017-12-13 14:57:07 est,2017-12-14 13:28:00 est,1
822,2017-12-13 13:09:47 est | 33667,athens-clarke,2017-12-13 13:09:47 est,2017-12-15 18:35:00 est,1
823,2017-12-13 20:23:45 est | 91153,athens-clarke,2017-12-13 20:23:45 est,,1
824,2017-12-13 17:27:41 est | 99627,athens-clarke,2017-12-13 17:27:41 est,,1
825,2017-12-13 17:17:25 est | 88384,athens-clarke,2017-12-13 17:17:25 est,2017-12-14 12:45:00 est,1
826,2017-12-14 01:49:00 est | 128219,athens-clarke,2017-12-14 01:49:00 est,2017-12-14 13:09:00 est,1
827,2017-12-14 02:57:26 est | 128224,athens-clarke,2017-12-14 02:57:26 est,,0
828,2017-12-13 23:31:59 est | 32858,athens-clarke,2017-12-13 23:31:59 est,2017-12-14 02:33:00 est,1
829,2017-12-14 01:32:42 est | 100807,athens-clarke,2017-12-14 01:32:42 est,2017-12-14 06:33:00 est,1
830,2017-12-14 01:13:38 est | 128216,athens-clarke,2017-12-14 01:13:38 est,2017-12-14 02:37:00 est,1
831,2017-12-14 02:10:05 est | 128221,athens-clarke,2017-12-14 02:10:05 est,2017-12-14 12:51:00 est,1
832,2017-12-14 03:27:05 est | 128226,athens-clarke,2017-12-14 03:27:05 est,2017-12-14 06:42:00 est,1
833,2017-12-14 04:01:59 est | 128228,athens-clarke,2017-12-14 04:01:59 est,2017-12-15 13:02:00 est,1
834,2017-12-14 06:45:55 est | 75312,athens-clarke,2017-12-14 06:45:55 est,2017-12-15 15:43:00 est,1
835,2017-12-14 05:48:18 est | 128231,athens-clarke,2017-12-14 05:48:18 est,2017-12-14 08:53:00 est,1
836,2017-12-14 10:52:56 est | 116765,athens-clarke,2017-12-14 10:52:56 est,,0
837,2017-12-14 11:20:52 est | 105931,athens-clarke,2017-12-14 11:20:52 est,,0
